city,lat,lng,state
Brahmānandapuram (Andhra Pradesh),16.9583,82.0056,Andhra Pradesh
Annāram (Andhra Pradesh),16.784,79.302,Andhra Pradesh
Mirzāpur (Bihār),26.1616,87.2349,Bihār
Kongarapalli (Kerala),10.0448,76.3552,Kerala
Pāli (Bihār),26.0576,86.3097,Bihār
Ganguvārpatti (Tamil Nādu),10.1694,77.6973,Tamil Nādu
Sutihār (Bihār),25.8482,84.9712,Bihār
Boha (Punjab),29.8348,75.5237,Punjab
Mankal (Andhra Pradesh),17.2014,78.4678,Andhra Pradesh
Rājnagar (West Bengal),23.95,87.32,West Bengal
Chaugāin (Bihār),25.4801,84.2328,Bihār
Belwāra (Bihār),25.7443,86.4755,Bihār
Amāha (Bihār),26.1284,86.7998,Bihār
Belsandi Tāra (Bihār),25.7722,85.9608,Bihār
Perdūr (Karnātaka),13.3844,74.9029,Karnātaka
Attibele (Karnātaka),12.7781,77.7726,Karnātaka
Hunasagi (Karnātaka),16.4575,76.5239,Karnātaka
Sukma (Chhattīsgarh),18.4,81.6667,Chhattīsgarh
Vīraganūr (Tamil Nādu),11.4761,78.7355,Tamil Nādu
Muttunāyakkanpatti (Tamil Nādu),11.7125,78.033,Tamil Nādu
Khergām (Gujarāt),20.63,73.09,Gujarāt
Kelangāh (Haryāna),28.87,76.3285,Haryāna
Kubādupuram (Andhra Pradesh),16.468,79.9539,Andhra Pradesh
Krishnarāyapuram (Tamil Nādu),10.9563,78.2782,Tamil Nādu
Bhogpur (Punjab),31.55,75.63,Punjab
Jīran (Unknown),24.3087,74.8909,
Polukallu (Andhra Pradesh),15.8284,77.7431,Andhra Pradesh
Tumbippādi (Tamil Nādu),11.808,78.0783,Tamil Nādu
Tāti (Jhārkhand),23.3772,85.4379,Jhārkhand
Linganaboyinacherla (Andhra Pradesh),16.3961,81.6598,Andhra Pradesh
Kishanpur Ratwāra (Bihār),25.4822,86.8511,Bihār
Polavaram (Andhra Pradesh),17.2479,81.6432,Andhra Pradesh
Tarauna (Bihār),26.2371,87.5123,Bihār
Iskapalli (Andhra Pradesh),14.7363,80.0981,Andhra Pradesh
Parihāra (Bihār),25.5378,86.2728,Bihār
Dogāchi (West Bengal),24.6195,87.9221,West Bengal
Māndalgarh (Rājasthān),25.2,75.1,Rājasthān
Kāuriya (Bihār),26.1517,84.6948,Bihār
Gangaikondān (Tamil Nādu),11.5389,79.4765,Tamil Nādu
Valayam (Kerala),11.7214,75.6697,Kerala
Haidarnagar (Jhārkhand),24.4883,83.9443,Jhārkhand
Vellodu (Tamil Nādu),10.3048,77.9552,Tamil Nādu
Vembārpatti (Tamil Nādu),10.25,78.1167,Tamil Nādu
Khajawa (Madhya Pradesh),24.9174,79.9269,Madhya Pradesh
Irikkūr (Kerala),11.97,75.57,Kerala
Colangute (Unknown),15.5417,73.7619,
Turuvanūr (Karnātaka),14.22,76.4,Karnātaka
Nawāgarh (Himāchal Pradesh),31.1899,77.6261,Himāchal Pradesh
Gangavalli (Tamil Nādu),11.4983,78.6461,Tamil Nādu
Bideipur (Odisha),21.0147,86.8195,Odisha
Tibri (Punjab),31.9854,75.4316,Punjab
Madānpur (Bihār),25.867,86.7875,Bihār
Arugollu (Andhra Pradesh),16.8253,81.5775,Andhra Pradesh
Kodigenahalli (Andhra Pradesh),13.8608,77.4792,Andhra Pradesh
Singalāndāpuram (Tamil Nādu),11.4166,78.2224,Tamil Nādu
Amrābād (Andhra Pradesh),16.3833,78.8333,Andhra Pradesh
Chityāl (Andhra Pradesh),17.2333,79.1333,Andhra Pradesh
Kannivādi (Tamil Nādu),10.3794,77.8303,Tamil Nādu
Manavālakurichi (Tamil Nādu),8.1478,77.3055,Tamil Nādu
Barghāt (Madhya Pradesh),22.0306,79.7328,Madhya Pradesh
Badarwās (Madhya Pradesh),24.9752,77.5649,Madhya Pradesh
Gopālpur (Bihār),26.1317,84.3594,Bihār
Bodagudipādu (Andhra Pradesh),14.7385,79.8602,Andhra Pradesh
Palkūr (Andhra Pradesh),15.4144,78.2507,Andhra Pradesh
Darihat (Bihār),24.9702,84.2319,Bihār
Malepur (Bihār),24.974,86.2555,Bihār
Sobrāon (Punjab),31.1833,74.85,Punjab
Tāmaraikkulam (Tamil Nādu),10.1085,77.5553,Tamil Nādu
Sher Chakla (Bihār),25.3848,86.6952,Bihār
Kovilūr (Tamil Nādu),12.5537,78.9168,Tamil Nādu
Kaleyānpur (Bihār),26.4297,84.9327,Bihār
Mohda (Chhattīsgarh),21.2751,81.6676,Chhattīsgarh
Tiruppanandāl (Tamil Nādu),11.0919,79.4538,Tamil Nādu
Chak Husaini (Bihār),25.5169,86.5566,Bihār
Karma (Jhārkhand),23.684,85.5706,Jhārkhand
Kannadiparamba (Kerala),11.935,75.403,Kerala
Kalādgi (Karnātaka),16.204,75.5,Karnātaka
Madanpur (West Bengal),23.02,88.48,West Bengal
Bhīmadolu (Andhra Pradesh),16.8144,81.2617,Andhra Pradesh
Isāgarh (Madhya Pradesh),24.8391,77.8827,Madhya Pradesh
Barahari (Bihār),25.7652,87.0937,Bihār
Ajjampur (Karnātaka),13.7279,76.0068,Karnātaka
Bilaspur (Himāchal Pradesh),31.33,76.75,Himāchal Pradesh
Avalēpalli (Tamil Nādu),12.7714,77.8594,Tamil Nādu
Domkonda (Andhra Pradesh),18.2561,78.4377,Andhra Pradesh
Kunjatturu (Kerala),12.7431,74.8861,Kerala
Dantewāra (Chhattīsgarh),18.9,81.339,Chhattīsgarh
Pitlam (Andhra Pradesh),18.2227,77.8238,Andhra Pradesh
Balhāpur (Bihār),25.3511,86.2122,Bihār
Ottaikkālmantapam (Tamil Nādu),10.8827,76.9943,Tamil Nādu
Mahuwa Singhrai (Bihār),25.8168,85.3853,Bihār
Babhanganwa (Bihār),26.1398,86.8464,Bihār
Karpi (Bihār),25.1612,84.7299,Bihār
Chengara (Kerala),10.129,76.373,Kerala
Atner (Madhya Pradesh),21.6238,77.9152,Madhya Pradesh
Mohania (Bihār),25.1692,83.6192,Bihār
Nighoj (Mahārāshtra),18.9597,74.2769,Mahārāshtra
Rāyapalle (Andhra Pradesh),16.2828,81.2504,Andhra Pradesh
Rāzole (Andhra Pradesh),16.4743,81.8402,Andhra Pradesh
Sisai (Bihār),26.1899,84.5643,Bihār
Duvva (Andhra Pradesh),16.7792,81.6242,Andhra Pradesh
Amīngarh (Karnātaka),16.0572,75.9489,Karnātaka
Gondalga (Andhra Pradesh),17.8053,79.8944,Andhra Pradesh
Patālia (Bihār),25.66,86.0066,Bihār
Dattapulia (West Bengal),23.24,88.7058,West Bengal
Dhāna (Madhya Pradesh),23.747,78.8623,Madhya Pradesh
Nālatvād (Karnātaka),16.34,76.14,Karnātaka
Lāla (Assam),24.5542,92.6159,Assam
Kurtkoti (Karnātaka),15.3681,75.5239,Karnātaka
Bishenpur (Manipur),24.6282,93.761,Manipur
Rahui (Bihār),25.2728,85.5555,Bihār
Karnāwad (Madhya Pradesh),22.7361,76.2439,Madhya Pradesh
Rukhāe (Bihār),25.3269,85.3725,Bihār
Kheri Naru (Haryāna),29.6479,76.911,Haryāna
Beur (Bihār),25.569,85.0944,Bihār
Jānapādu (Andhra Pradesh),16.4617,79.8699,Andhra Pradesh
Borgaon (Mahārāshtra),16.42,74.58,Mahārāshtra
Kodriva (Madhya Pradesh),22.5342,75.7725,Madhya Pradesh
Avidha (Gujarāt),21.6651,73.0366,Gujarāt
Perungala (Kerala),9.1764,76.5278,Kerala
Siriāri (Rājasthān),25.6733,73.8084,Rājasthān
Karuvellūr (Kerala),12.1733,75.2097,Kerala
Sikat (Bihār),25.5186,87.4423,Bihār
Chandla (Madhya Pradesh),25.0715,80.1929,Madhya Pradesh
Khānāpur (Andhra Pradesh),19.0333,78.6667,Andhra Pradesh
Marudūr (Tamil Nādu),10.916,78.4509,Tamil Nādu
Gudikallu (Andhra Pradesh),15.7441,77.476,Andhra Pradesh
Vāghodia (Gujarāt),22.3,73.38,Gujarāt
Bēdadka (Kerala),12.45,75.15,Kerala
Afzala (Bihār),25.9319,86.2293,Bihār
Madakkathara (Kerala),10.55,76.2583,Kerala
Jamira (Bihār),25.5535,84.7063,Bihār
Udayagiri (Odisha),20.1242,84.3687,Odisha
Elanad (Kerala),10.6167,76.3833,Kerala
Kesariyā (Bihār),26.3342,84.8548,Bihār
Yedapalli (Andhra Pradesh),18.6789,77.9505,Andhra Pradesh
Pālakkuzhi (Kerala),9.8833,76.6139,Kerala
Chembrasshēri (Kerala),11.1243,76.2582,Kerala
Dundigal (Andhra Pradesh),17.5781,78.4288,Andhra Pradesh
Panjgirāin Kalān (Punjab),30.6096,74.9143,Punjab
Nagnur (Karnātaka),16.14,74.81,Karnātaka
Nallajerla (Andhra Pradesh),16.95,81.4,Andhra Pradesh
Gullapuram (Tamil Nādu),10.0657,77.6446,Tamil Nādu
Villanchirai (Kerala),9.7198,76.6517,Kerala
Bhakua (Bihār),26.5167,86.1974,Bihār
Kulharia (Bihār),25.3382,86.7612,Bihār
Kadattūr (Tamil Nādu),12.0861,78.2926,Tamil Nādu
Chinna Mushidivāda (Andhra Pradesh),17.8057,83.2033,Andhra Pradesh
Dahāria (Bihār),26.1807,87.0043,Bihār
Ghordaur (Bihār),25.7089,86.612,Bihār
Kotgīr (Andhra Pradesh),18.5722,77.8243,Andhra Pradesh
Talegaon Dhamdhere (Mahārāshtra),18.6678,74.1536,Mahārāshtra
Basāon (Bihār),26.2082,84.6174,Bihār
Vellarivalli (Tamil Nādu),11.6003,77.7927,Tamil Nādu
Benaulim (Goa),15.27,73.9346,Goa
Parihārpur (Bihār),26.4026,86.1256,Bihār
Gaundrā (Bihār),26.3683,85.0036,Bihār
Uppidamangalam (Tamil Nādu),10.9034,78.1575,Tamil Nādu
Panapākkam (Tamil Nādu),12.921,79.5663,Tamil Nādu
Velānganni (Tamil Nādu),10.6814,79.8508,Tamil Nādu
Vikravāndi (Tamil Nādu),12.0369,79.546,Tamil Nādu
Abhwar (Bihār),26.174,86.6324,Bihār
Telmar (Bihār),25.4237,85.4358,Bihār
Besārh (Bihār),25.9537,87.0491,Bihār
Chīmalapādu (Andhra Pradesh),16.8902,80.6505,Andhra Pradesh
Paruchūru (Andhra Pradesh),15.967,80.275,Andhra Pradesh
Bāgli (Madhya Pradesh),22.6412,76.3488,Madhya Pradesh
Barka Parbatta (Bihār),25.3396,87.0576,Bihār
Mangalapur (Andhra Pradesh),13.6245,79.5803,Andhra Pradesh
Tiorpāra (West Bengal),22.238,88.5614,West Bengal
Bijai (Bihār),25.4711,87.0874,Bihār
Nattappettai (Tamil Nādu),12.8187,79.7493,Tamil Nādu
Sigli (Karnātaka),15.0631,75.4667,Karnātaka
Vemulapūdi (Andhra Pradesh),17.6087,82.6138,Andhra Pradesh
Payyanadam (Kerala),11.0108,76.4457,Kerala
Pazhanji (Kerala),10.6885,76.0505,Kerala
Mangalāpuram (Tamil Nādu),11.5667,78.3788,Tamil Nādu
Marungūr (Tamil Nādu),8.1721,77.5037,Tamil Nādu
Rājpur (Bihār),25.0768,84.2055,Bihār
Chandi (West Bengal),22.3503,88.2828,West Bengal
Amarpura (Rājasthān),26.3667,73.9833,Rājasthān
Dambal (Karnātaka),15.296,75.7737,Karnātaka
Tiruvārpu (Kerala),9.5811,76.4749,Kerala
Pataili (Bihār),25.7872,85.8316,Bihār
Dohta (Bihār),26.1071,87.9091,Bihār
Bachhauta (Bihār),25.5242,86.4606,Bihār
Dumariā (Bihār),26.7652,84.3964,Bihār
Nārāyangarh (Madhya Pradesh),24.2708,75.0501,Madhya Pradesh
Kāgvād (Mahārāshtra),16.48,74.78,Mahārāshtra
Goh (Bihār),24.9845,84.6498,Bihār
Sirhāli Kalān (Punjab),31.2783,74.9414,Punjab
Ratnāpuram (Andhra Pradesh),18.6283,79.5517,Andhra Pradesh
Undrājavaram (Andhra Pradesh),16.7866,81.6997,Andhra Pradesh
Padaivedu (Tamil Nādu),11.4401,77.8089,Tamil Nādu
Aginiparru (Andhra Pradesh),16.6817,80.7839,Andhra Pradesh
Annāmalainagar (Tamil Nādu),11.4,79.7333,Tamil Nādu
Pānchgani (Mahārāshtra),17.925,73.8,Mahārāshtra
Fatehpur (Bihār),25.5089,85.1939,Bihār
Prattipādu (Andhra Pradesh),16.1878,80.3392,Andhra Pradesh
Ettāpur (Tamil Nādu),11.6625,78.4764,Tamil Nādu
Tummanatti (Tamil Nādu),11.4284,76.7585,Tamil Nādu
Buttar (Punjab),31.0038,75.3973,Punjab
Modakkurichchi (Tamil Nādu),11.2329,77.7794,Tamil Nādu
Peringom (Kerala),12.2236,75.3139,Kerala
Karivalamvandanallūr (Tamil Nādu),9.2715,77.5416,Tamil Nādu
Doddipatla (Andhra Pradesh),16.5167,81.8436,Andhra Pradesh
Muragācha (West Bengal),22.696,88.42,West Bengal
Sumbha (Bihār),25.5789,86.3608,Bihār
Kuttyattur (Kerala),11.9754,75.4927,Kerala
Chhapra (Bihār),26.4005,85.3721,Bihār
Manivilundān (Tamil Nādu),11.6004,78.7169,Tamil Nādu
Dharmaram (Andhra Pradesh),18.3038,79.4892,Andhra Pradesh
Daulatnagar (West Bengal),25.3216,87.8443,West Bengal
Nanjai Kilābādi (Tamil Nādu),11.2658,77.77,Tamil Nādu
Dharphari (Bihār),26.1501,84.9564,Bihār
Perladka (Kerala),12.6426,75.1049,Kerala
Sābang (West Bengal),22.183,87.599,West Bengal
Mahalpur (Punjab),31.3618,76.0377,Punjab
Gopālasamudram (Tamil Nādu),8.6747,77.6379,Tamil Nādu
Jūla Buzarg (Mahārāshtra),19.4639,76.9861,Mahārāshtra
Arsali (Jhārkhand),24.3754,83.5903,Jhārkhand
Bichkunda (Andhra Pradesh),18.4,77.7167,Andhra Pradesh
Kathevaram (Andhra Pradesh),16.261,80.636,Andhra Pradesh
Khiria (Bihār),25.6047,87.4578,Bihār
Bondāda (Andhra Pradesh),16.5295,81.4549,Andhra Pradesh
Tonakkal (Kerala),8.6312,76.9555,Kerala
Guttal (Karnātaka),14.8333,75.6333,Karnātaka
Bundāla (Punjab),31.5333,74.9833,Punjab
Hissāramuruvani (Andhra Pradesh),15.771,77.4194,Andhra Pradesh
Jobat (Madhya Pradesh),22.416,74.5683,Madhya Pradesh
Palsāna (Rājasthān),27.5121,75.326,Rājasthān
Mārathalli (Karnātaka),12.15,77.1,Karnātaka
Auria (Bihār),24.8563,87.0112,Bihār
Penamalūru (Andhra Pradesh),16.4681,80.7194,Andhra Pradesh
Hājan (Jammu and Kashmīr),34.2989,74.6168,Jammu and Kashmīr
Samālsar (Punjab),30.6364,74.9983,Punjab
Hulkoti (Karnātaka),15.4333,75.5333,Karnātaka
Bajala (Karnātaka),12.8537,74.8853,Karnātaka
Kaua Kol (Bihār),24.8447,85.8867,Bihār
Gothva (Gujarāt),23.4781,72.5624,Gujarāt
Tetāri (Bihār),25.3757,87.0691,Bihār
Saktipur (West Bengal),23.864,88.1987,West Bengal
Ayodhyāpattanam (Tamil Nādu),11.6755,78.2409,Tamil Nādu
Koregaon (Mahārāshtra),18.6456,74.0592,Mahārāshtra
Maqsūda (Bihār),26.241,86.0585,Bihār
Barhī (Jhārkhand),24.3045,85.4195,Jhārkhand
Shitāb Diāra (Bihār),25.7563,84.6133,Bihār
Sargūr (Karnātaka),11.9997,76.3961,Karnātaka
Kanabūr (Karnātaka),13.3523,75.4517,Karnātaka
Kallūr (Karnātaka),16.1405,77.2081,Karnātaka
Rājupālem (Andhra Pradesh),15.1385,79.996,Andhra Pradesh
Tirumakūdal Narsipur (Karnātaka),12.2121,76.9018,Karnātaka
Kavitāl (Karnātaka),16.1082,76.7962,Karnātaka
Medapādu (Andhra Pradesh),17.0044,82.1001,Andhra Pradesh
Kottāram (Tamil Nādu),8.1188,77.5243,Tamil Nādu
Gaurhāti (West Bengal),22.7687,87.8084,West Bengal
Gurlapeta (Andhra Pradesh),18.1167,83.4167,Andhra Pradesh
Takkolam (Tamil Nādu),13.0164,79.7325,Tamil Nādu
Chandhaus (Bihār),25.2977,84.8595,Bihār
Udaipur Bithwār (Bihār),26.2872,86.1578,Bihār
Peddavadlapūdi (Andhra Pradesh),16.4098,80.6114,Andhra Pradesh
Ekwāri (Bihār),25.2975,84.4994,Bihār
Nasiyanūr (Tamil Nādu),11.3381,77.6408,Tamil Nādu
Gorakhpur (Haryāna),29.4467,75.6724,Haryāna
Killai (Tamil Nādu),11.4493,79.7668,Tamil Nādu
Kalikiri (Andhra Pradesh),13.6333,78.8,Andhra Pradesh
Pallappālaiyam (Tamil Nādu),10.9951,77.0845,Tamil Nādu
Jālhalli (Karnātaka),13.0333,77.55,Karnātaka
Paina (Bihār),25.5406,86.9939,Bihār
Balua (Bihār),26.3272,87.6231,Bihār
Mohgaon (Madhya Pradesh),21.6394,78.7364,Madhya Pradesh
Pandireddigūdem (Andhra Pradesh),16.8,81.3167,Andhra Pradesh
Pūlla (Andhra Pradesh),16.8094,81.3238,Andhra Pradesh
Rasauli (Bihār),26.127,84.8378,Bihār
Charābidya (West Bengal),22.3271,88.7879,West Bengal
Turbihāl (Karnātaka),15.7614,76.5964,Karnātaka
Ajas (Jammu and Kashmīr),34.3316,74.6801,Jammu and Kashmīr
Dārāsuram (Tamil Nādu),10.9515,79.3562,Tamil Nādu
Dayālpur Sāpha (Bihār),25.7122,85.3188,Bihār
Barāon (Bihār),25.4551,84.2661,Bihār
Neuri (Bihār),26.0076,86.1841,Bihār
Bārah (Bihār),25.3885,85.4912,Bihār
Gangoli (Karnātaka),13.6538,74.6664,Karnātaka
Peddakūrapādu (Andhra Pradesh),16.4833,80.2667,Andhra Pradesh
Kalaiyamputtūr (Tamil Nādu),10.4542,77.4831,Tamil Nādu
Belpukur (West Bengal),21.9851,88.2125,West Bengal
Thara (Madhya Pradesh),26.7027,78.2788,Madhya Pradesh
Chandauli (Bihār),25.8972,85.7161,Bihār
Sidhwān (Punjab),31.2725,75.3652,Punjab
Jalam (Mahārāshtra),20.8167,76.5833,Mahārāshtra
Ghorādongri (Madhya Pradesh),22.1228,78.0025,Madhya Pradesh
Moviya (Gujarāt),21.9153,70.8465,Gujarāt
Amauna (Bihār),25.0531,84.5169,Bihār
Dammennu (Andhra Pradesh),16.8255,81.7079,Andhra Pradesh
Anandāpuram (Tamil Nādu),11.09,76.9422,Tamil Nādu
Lohiyār Ujain (Bihār),26.6284,84.7452,Bihār
Baduriātola (Jhārkhand),24.0928,84.0895,Jhārkhand
Kottapadi (Kerala),10.0667,76.6,Kerala
Chhāra (Haryāna),28.6957,76.7072,Haryāna
Chāwalhāti (West Bengal),26.4841,88.5677,West Bengal
Kollipara (Andhra Pradesh),16.2877,80.7519,Andhra Pradesh
Chāng (Haryāna),28.8808,76.2427,Haryāna
Jiānganj (Bihār),25.8661,87.2612,Bihār
Sitalpur (Bihār),26.405,85.007,Bihār
Barwat Pasrāin (Bihār),26.7925,84.5469,Bihār
Phulwaria (Bihār),25.9395,85.0035,Bihār
Bachrā (Jhārkhand),23.6886,85.0703,Jhārkhand
Lingamparti (Andhra Pradesh),17.2827,82.1231,Andhra Pradesh
Uppāda (Andhra Pradesh),17.0833,82.3333,Andhra Pradesh
Palangarai (Tamil Nādu),11.1978,77.3058,Tamil Nādu
Garhi (Madhya Pradesh),25.0447,79.6772,Madhya Pradesh
Kūdangulam (Tamil Nādu),8.1901,77.7002,Tamil Nādu
Jhaua (Bihār),25.625,84.5161,Bihār
Mirdaul (Bihār),26.2363,87.0971,Bihār
Mulakalūru (Andhra Pradesh),16.2776,80.0672,Andhra Pradesh
Jaitpur (Bihār),25.9132,84.573,Bihār
Lakkavaram (Andhra Pradesh),17.0628,81.2919,Andhra Pradesh
Cherutana Tekku (Kerala),9.323,76.4382,Kerala
Sākhmohan (Bihār),25.6325,85.9859,Bihār
Rāmpur Shāmchand (Bihār),25.5664,85.3289,Bihār
Kachavaram (Andhra Pradesh),16.5361,79.7187,Andhra Pradesh
Ātmakūru (Andhra Pradesh),14.6452,77.3554,Andhra Pradesh
Amarwā Khurd (Uttar Pradesh),26.8333,84.25,Uttar Pradesh
Kalanaur (Punjab),32.01,75.09,Punjab
Karāhal (Madhya Pradesh),25.4909,77.0543,Madhya Pradesh
Kankandighi (West Bengal),21.9744,88.4659,West Bengal
Vellakkinar (Tamil Nādu),11.0736,76.9566,Tamil Nādu
Tirmaigiri (Andhra Pradesh),17.427,79.4724,Andhra Pradesh
Gurgunta (Karnātaka),16.2558,76.5628,Karnātaka
Sisauna (Bihār),26.132,87.6231,Bihār
Bairia (Bihār),25.5563,85.1835,Bihār
Kalappālangulam (Tamil Nādu),9.1889,77.5604,Tamil Nādu
Saghar Sultānpur (Bihār),26.1583,84.757,Bihār
Bāgewādi (Mahārāshtra),16.29,74.6,Mahārāshtra
Elavanasūr (Tamil Nādu),11.7154,79.1796,Tamil Nādu
Pentapādu Kasba (Andhra Pradesh),16.7804,81.5254,Andhra Pradesh
Kalavai (Tamil Nādu),12.7691,79.4196,Tamil Nādu
Ringnod (Madhya Pradesh),22.6113,74.9338,Madhya Pradesh
Edattirutti (Kerala),10.3667,76.1333,Kerala
Koturkolkara (Kerala),9.5667,76.8833,Kerala
Alāyaman (Kerala),8.8843,76.9653,Kerala
Tanakkangulam (Tamil Nādu),9.8877,78.0397,Tamil Nādu
Mansāpur (Bihār),26.5262,86.4101,Bihār
Rehti (Madhya Pradesh),22.7378,77.434,Madhya Pradesh
Mūlaikkaraippatti (Tamil Nādu),8.5454,77.7679,Tamil Nādu
Dhutauli (Bihār),25.5274,86.625,Bihār
Chinnasekkadu (Tamil Nādu),13.1609,80.2573,Tamil Nādu
Daparkha (Bihār),26.1293,86.9004,Bihār
Saunshi (Karnātaka),15.2167,75.3,Karnātaka
Vedappatti (Tamil Nādu),10.9988,76.896,Tamil Nādu
Rahika (Bihār),26.3803,86.0204,Bihār
Bihārīganj (Bihār),25.7341,86.9884,Bihār
Sugauna (Bihār),26.4077,86.2174,Bihār
Kallād (Kerala),9.95,76.6667,Kerala
Janāi (West Bengal),22.7157,88.2426,West Bengal
Meddappakkam (Tamil Nādu),12.9166,80.1939,Tamil Nādu
Kādachchinallūr (Tamil Nādu),11.3686,77.8033,Tamil Nādu
Sattar (Bihār),25.955,86.5828,Bihār
Barhauna (Bihār),25.6043,85.7288,Bihār
Kaul (Haryāna),29.8461,76.6608,Haryāna
Mullasshēri (Kerala),10.5333,76.0833,Kerala
Salempur (Bihār),26.4588,84.6517,Bihār
Arakere (Karnātaka),12.4133,76.8168,Karnātaka
Ganga (Punjab),30.3229,74.9234,Punjab
Ziro (Arunāchal Pradesh),27.5664,93.8314,Arunāchal Pradesh
Bela Simri (Bihār),25.5295,86.3079,Bihār
Bhagwānpur Khurd (Uttar Pradesh),26.75,83.74,Uttar Pradesh
Venkatagirikota (Andhra Pradesh),13.0012,78.4795,Andhra Pradesh
Bāzidpur (Bihār),26.1536,86.1511,Bihār
Yelmalla (Andhra Pradesh),18.8241,78.1609,Andhra Pradesh
Govindgarh (Madhya Pradesh),24.3785,81.2964,Madhya Pradesh
Kachchippalli (Tamil Nādu),11.595,77.9188,Tamil Nādu
Chinnakkāmpālaiyam (Tamil Nādu),10.7064,77.4575,Tamil Nādu
Khuldābād (Mahārāshtra),20.0095,75.1888,Mahārāshtra
Arohi (Himāchal Pradesh),31.8419,76.8645,Himāchal Pradesh
Kurwa Mathiā (Bihār),26.8572,84.5058,Bihār
Lokāpur (Karnātaka),16.1656,75.366,Karnātaka
Rāmpurwā (Bihār),26.7544,84.7114,Bihār
Mallāpur (Karnātaka),16.14,74.81,Karnātaka
Jasauli (Bihār),26.4996,84.8171,Bihār
Kannudaiyāmpatti (Tamil Nādu),10.6377,78.4733,Tamil Nādu
Mudhol (Andhra Pradesh),18.9667,77.9167,Andhra Pradesh
Nangavalli (Tamil Nādu),11.7619,77.8909,Tamil Nādu
Harpur Bochaha (Bihār),25.5919,85.7517,Bihār
Nandyālampeta (Andhra Pradesh),14.7218,78.8083,Andhra Pradesh
Chāhatpur (Bihār),26.2331,87.5816,Bihār
Bariyārpur (Bihār),26.6347,84.9245,Bihār
Maheswa (Bihār),25.9718,86.855,Bihār
Anaikal (Kerala),9.6003,76.6846,Kerala
Mahārājpur (Jhārkhand),25.2087,87.7458,Jhārkhand
Vadasseri (Tamil Nādu),8.1937,77.4343,Tamil Nādu
Nawāda Gobindganj (Bihār),26.4868,84.6561,Bihār
Barud (Madhya Pradesh),21.7497,75.527,Madhya Pradesh
Kolappalūr (Tamil Nādu),11.51,77.45,Tamil Nādu
Kāmrej (Gujarāt),21.1364,72.9572,Gujarāt
Maroli (Gujarāt),21.024,72.889,Gujarāt
Begampur (West Bengal),22.3705,88.494,West Bengal
Dharampur Bānde (Bihār),25.6609,85.5742,Bihār
Bahādurpur (Bihār),25.4522,85.6303,Bihār
Majārhāt (Bihār),25.9654,86.8126,Bihār
Chinna Gollapālem (Andhra Pradesh),16.3701,81.5322,Andhra Pradesh
Mahābaleshwar (Mahārāshtra),17.925,73.6575,Mahārāshtra
Bandlagūda (Andhra Pradesh),17.3543,78.3853,Andhra Pradesh
Jāmi (Andhra Pradesh),18.05,83.2667,Andhra Pradesh
Sonbarsa (Bihār),25.7069,86.7379,Bihār
Duvvūru (Andhra Pradesh),14.8333,78.65,Andhra Pradesh
Obalāpuram (Andhra Pradesh),14.8,78.783,Andhra Pradesh
Emmiganūru (Karnātaka),15.15,76.92,Karnātaka
Bakhtāwarpur (Delhi),28.821,77.166,Delhi
Mahtha (Bihār),26.5988,86.3158,Bihār
Pīrnagar (Bihār),25.5982,86.7178,Bihār
Bāri (Bihār),25.8769,86.1918,Bihār
Dāmarcherla (Andhra Pradesh),16.7269,79.6369,Andhra Pradesh
Sivalārkulam (Tamil Nādu),8.87,77.5267,Tamil Nādu
Mādugula (Andhra Pradesh),17.9167,82.8,Andhra Pradesh
Nirakpurpāli (Bihār),25.3244,84.8114,Bihār
Samāi (Bihār),24.9788,85.5861,Bihār
Battulapalle (Andhra Pradesh),14.5167,77.7833,Andhra Pradesh
Sante Bennūr (Karnātaka),14.1697,76.0033,Karnātaka
Peraiyūr (Tamil Nādu),9.7341,77.79,Tamil Nādu
Bamhnī (Madhya Pradesh),22.4822,80.3716,Madhya Pradesh
Mānākondūr (Andhra Pradesh),18.3981,79.225,Andhra Pradesh
Ālampur Gonpura (Bihār),25.5404,85.0511,Bihār
Maniyur (Kerala),11.95,75.45,Kerala
Daharia (Bihār),25.5307,87.5947,Bihār
Kotturu (Andhra Pradesh),17.2958,82.4752,Andhra Pradesh
Pūdūru (Andhra Pradesh),16.152,77.8273,Andhra Pradesh
Mugutkhan Hubli (Karnātaka),15.79,74.75,Karnātaka
Sheopuria (Uttar Pradesh),28.53,79.77,Uttar Pradesh
Tilāri (Bihār),25.004,85.252,Bihār
Awantipur (Jammu and Kashmīr),33.9233,75.0128,Jammu and Kashmīr
Pondūru (Andhra Pradesh),18.3508,83.7567,Andhra Pradesh
Puttānattam (Tamil Nādu),10.467,78.3687,Tamil Nādu
Kākan (Bihār),26.1509,87.5674,Bihār
Tenmalai (Tamil Nādu),9.3129,77.4959,Tamil Nādu
Adukam (Kerala),9.7954,76.8456,Kerala
Kanniyambram (Kerala),10.7333,76.4,Kerala
Naduhatti (Tamil Nādu),11.4043,76.816,Tamil Nādu
Kādiyāmpatti (Tamil Nādu),11.872,78.0961,Tamil Nādu
Sirūr (Karnātaka),16.0965,75.7858,Karnātaka
Jalpura (Bihār),25.4862,84.737,Bihār
Motkūr (Andhra Pradesh),17.4569,79.2592,Andhra Pradesh
Daipha (Rājasthān),25.1584,72.2444,Rājasthān
Parigi (Andhra Pradesh),13.9069,77.4572,Andhra Pradesh
